序号-时间	进程名	进程ID	动作	路径	参数	结果	
54-18:37:41.6989836	NTLite.exe	5324	FILE_remove	D:\TEMP\MOUNTED\NLTmpMnt\Windows\System32\GameBarPresenceWriter.proxy.dll	-	0x00000000 [操作成功完成。  ]	
55-18:37:41.7459053	NTLite.exe	5324	REG_rmval	HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\Winners\amd64_microsoft-gaming-ga..rnal-presencewriter_31bf3856ad364e35_none_f7b4abb1b457ca9e\10.0\	keyname:HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\Winners\amd64_microsoft-gaming-ga..rnal-presencewriter_31bf3856ad364e35_none_f7b4abb1b457ca9e\10.0 	0x00000000 [操作成功完成。  ]	
56-18:37:41.7459053	NTLite.exe	5324	REG_rmval	HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\Winners\amd64_microsoft-gaming-ga..rnal-presencewriter_31bf3856ad364e35_none_f7b4abb1b457ca9e\10.0\10.0.20348.1	keyname:HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\Winners\amd64_microsoft-gaming-ga..rnal-presencewriter_31bf3856ad364e35_none_f7b4abb1b457ca9e\10.0 	0x00000000 [操作成功完成。  ]	
57-18:37:41.7469016	NTLite.exe	5324	REG_rmkey	HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Classes\WOW6432Node\Interface\{782674D9-5CBB-4FCA-AD72-D9AC5F7AE963}\ProxyStubClsid32	-	0x00000000 [操作成功完成。  ]	
58-18:37:41.7469739	NTLite.exe	5324	REG_rmkey	HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Classes\WOW6432Node\Interface\{782674D9-5CBB-4FCA-AD72-D9AC5F7AE963}	-	0x00000000 [操作成功完成。  ]	
59-18:37:41.7471234	NTLite.exe	5324	REG_rmkey	HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Classes\WOW6432Node\CLSID\{3E73C6F7-8937-4C07-85D9-D4447A4BE072}\InProcServer32	-	0x00000000 [操作成功完成。  ]	
60-18:37:41.7471234	NTLite.exe	5324	REG_rmkey	HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Classes\WOW6432Node\CLSID\{3E73C6F7-8937-4C07-85D9-D4447A4BE072}	-	0x00000000 [操作成功完成。  ]	
61-18:37:41.7471234	NTLite.exe	5324	REG_rmval	HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\WOW6432Node\Microsoft\WindowsRuntime\Server\Windows.Gaming.GameBar.Internal.PresenceWriterServer\ServerType	keyname:HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\WOW6432Node\Microsoft\WindowsRuntime\Server\Windows.Gaming.GameBar.Internal.PresenceWriterServer 	0x00000000 [操作成功完成。  ]	
62-18:37:41.7481717	NTLite.exe	5324	REG_rmval	HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\WOW6432Node\Microsoft\WindowsRuntime\Server\Windows.Gaming.GameBar.Internal.PresenceWriterServer\ExePath	keyname:HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\WOW6432Node\Microsoft\WindowsRuntime\Server\Windows.Gaming.GameBar.Internal.PresenceWriterServer 	0x00000000 [操作成功完成。  ]	
63-18:37:41.7481717	NTLite.exe	5324	REG_rmval	HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\WOW6432Node\Microsoft\WindowsRuntime\Server\Windows.Gaming.GameBar.Internal.PresenceWriterServer\IdentityType	keyname:HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\WOW6432Node\Microsoft\WindowsRuntime\Server\Windows.Gaming.GameBar.Internal.PresenceWriterServer 	0x00000000 [操作成功完成。  ]	
64-18:37:41.7481717	NTLite.exe	5324	REG_rmkey	HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\WOW6432Node\Microsoft\WindowsRuntime\Server\Windows.Gaming.GameBar.Internal.PresenceWriterServer	-	0x00000000 [操作成功完成。  ]	
65-18:37:41.7481717	NTLite.exe	5324	REG_rmval	HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\WOW6432Node\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Gaming.GameBar.PresenceServer.Internal.PresenceWriter\TrustLevel	keyname:HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\WOW6432Node\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Gaming.GameBar.PresenceServer.Internal.PresenceWriter 	0x00000000 [操作成功完成。  ]	
66-18:37:41.7481717	NTLite.exe	5324	REG_rmval	HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\WOW6432Node\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Gaming.GameBar.PresenceServer.Internal.PresenceWriter\ActivationType	keyname:HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\WOW6432Node\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Gaming.GameBar.PresenceServer.Internal.PresenceWriter 	0x00000000 [操作成功完成。  ]	
67-18:37:41.7481717	NTLite.exe	5324	REG_rmval	HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\WOW6432Node\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Gaming.GameBar.PresenceServer.Internal.PresenceWriter\Server	keyname:HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\WOW6432Node\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Gaming.GameBar.PresenceServer.Internal.PresenceWriter 	0x00000000 [操作成功完成。  ]	
68-18:37:41.7492661	NTLite.exe	5324	REG_rmkey	HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\WOW6432Node\Microsoft\WindowsRuntime\ActivatableClassId\Windows.Gaming.GameBar.PresenceServer.Internal.PresenceWriter	-	0x00000000 [操作成功完成。  ]	
69-18:37:41.7495021	NTLite.exe	5324	FILE_remove	D:\TEMP\MOUNTED\NLTmpMnt\Windows\SysWOW64\GameBarPresenceWriter.exe	-	0x00000000 [操作成功完成。  ]	
70-18:37:41.7495021	NTLite.exe	5324	FILE_remove	D:\TEMP\MOUNTED\NLTmpMnt\Windows\SysWOW64\GameBarPresenceWriter.proxy.dll	-	0x00000000 [操作成功完成。  ]	
71-18:37:41.7505376	NTLite.exe	5324	REG_rmval	HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\Winners\wow64_microsoft-gaming-ga..rnal-presencewriter_31bf3856ad364e35_none_02095603e8b88c99\10.0\	keyname:HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\Winners\wow64_microsoft-gaming-ga..rnal-presencewriter_31bf3856ad364e35_none_02095603e8b88c99\10.0 	0x00000000 [操作成功完成。  ]	
72-18:37:41.7505376	NTLite.exe	5324	REG_rmval	HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\Winners\wow64_microsoft-gaming-ga..rnal-presencewriter_31bf3856ad364e35_none_02095603e8b88c99\10.0\10.0.20348.1	keyname:HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\Winners\wow64_microsoft-gaming-ga..rnal-presencewriter_31bf3856ad364e35_none_02095603e8b88c99\10.0 	0x00000000 [操作成功完成。  ]	
73-18:37:41.7505376	NTLite.exe	5324	FILE_remove	D:\TEMP\MOUNTED\NLTmpMnt\Windows\System32\zh-CN\bcastdvruserservice.dll.mui	-	0x00000000 [操作成功完成。  ]	
74-18:37:41.7514981	NTLite.exe	5324	REG_rmval	HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\Winners\amd64_microsoft-media-cap..adcastdvr.resources_31bf3856ad364e35_zh-cn_bbe56c061e09b292\10.0\	keyname:HKEY_LOCAL_MACHINE\NLTmp~a7188fdc~SOFTWARE\Microsoft\Windows\CurrentVersion\SideBySide\Winners\amd64_microsoft-media-cap..adcastdvr.resources_31bf3856ad364e35_zh-cn_bbe56c061e09b292\10.0 	0x00000000 [操作成功完成。  ]	
